#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s)
508,Aces Wild: Manic Brawling Action!,"Aug 8, 2013",9.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),"Culture Attack Studio, Tyler Doak",Culture Attack Studio
509,Paranormal State: Poison Spring,"Nov 26, 2013",9.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Teyon,Legacy Games
511,Wizardry 6: Bane of the Cosmic Forge,"Sep 10, 2013",4.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Sir-Tech,"Gamepot, Inc., Nightdive Studios"
520,WRC 4 FIA World Rally Championship,"Oct 25, 2013",29.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Milestone S.r.l.,"Plug In Digital, Bigben Interactive"
530,Wildlife Park 2 - Fantasy,"Nov 15, 2013",0.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),b-alive gmbh,b-alive gmbh
542,9 Clues: The Secret of Serpent Creek,"Jul 18, 2013",9.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Tap It Games,Artifex Mundi
543,Blood Knights,"Nov 13, 2013",9.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Deck 13,Kalypso Media Digital
544,Super Puzzle Platformer Deluxe,"May 24, 2013",7.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Andrew Morrish,Adult Swim Games
547,Ms. Splosion Man,"Apr 3, 2013",9.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Twisted Pixel Games,Xbox Game Studios
548,Woodcutter Simulator 2013,"Dec 19, 2013",7.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),United Independent Entertainment GmbH,United Independent Entertainment GmbH
26,Stick it to The Man!,"Dec 13, 2013",7.99,N/A (N/A/83%),"20,000 .. 50,000",00:00 (00:00),Zoink Games,Ripstone
32,Dominions 3: The Awakening,"Sep 10, 2013",19.99,N/A (N/A/82%),"20,000 .. 50,000",00:00 (00:00),Illwinter Game Design,Illwinter Game Design
44,Dyad,"Apr 24, 2013",14.99,N/A (N/A/80%),"20,000 .. 50,000",00:00 (00:00),][ Games Inc,Shawn McGrath
68,Samurai Gunn,"Dec 10, 2013",14.99,N/A (N/A/78%),"20,000 .. 50,000",00:00 (00:00),Teknopants,Maxistentialism
85,Fester Mudd: Curse of the Gold - Episode 1,"Nov 4, 2013",9.99,N/A (N/A/76%),"20,000 .. 50,000",00:00 (00:00),NA,FarSight Studios
101,BIT.TRIP FATE,"Jul 11, 2013",9.99,N/A (N/A/74%),"20,000 .. 50,000",00:00 (00:00),Gaijin Games,Gaijin Games
114,Driftmoon,"Feb 26, 2013",14.99,N/A (N/A/73%),"20,000 .. 50,000",00:00 (00:00),"Ville Mönkkönen, Anne Mönkkönen",Instant Kingdom
116,Fist Puncher,"Jun 21, 2013",9.99,N/A (N/A/73%),"20,000 .. 50,000",00:00 (00:00),Team2Bit,Adult Swim Games
132,Battle Worlds: Kronos,"Nov 4, 2013",19.99,N/A (N/A/71%),"20,000 .. 50,000",00:00 (00:00),KING Art,"KING Art, THQ Nordic"
136,Retrovirus,"Jan 31, 2013",9.99,N/A (N/A/70%),"20,000 .. 50,000",00:00 (00:00),Cadenza Interactive,Cadenza Interactive
157,A Walk in the Dark,"Nov 7, 2013",6.99,N/A (N/A/67%),"20,000 .. 50,000",00:00 (00:00),NA,QCF Design
159,Cloudberry Kingdom,"Aug 2, 2013",9.99,N/A (N/A/67%),"20,000 .. 50,000",00:02 (00:02),Pwnee Studios,Ubisoft
163,Alone in the Dark: The New Nightmare,"Oct 29, 2013",6.99,N/A (N/A/66%),"20,000 .. 50,000",00:00 (00:00),"Darkworks, Spiral House",THQ Nordic
179,Defense Technica,"Oct 24, 2013",14.99,N/A (N/A/63%),"20,000 .. 50,000",00:00 (00:00),Kuno Interactive,Kuno Interactive
180,Storm,"Jun 27, 2013",9.99,N/A (N/A/63%),"20,000 .. 50,000",00:00 (00:00),Eko Software,Eko Software
183,Redshirt,"Nov 13, 2013",9.99,N/A (N/A/62%),"20,000 .. 50,000",00:00 (00:00),The Tiniest Shark,Positech
184,Bientôt l'été,"Feb 6, 2013",9.99,N/A (N/A/62%),"20,000 .. 50,000",00:00 (00:00),Tale of Tales,Tale of Tales
211,Lords of Football,"Apr 5, 2013",14.99,N/A (N/A/52%),"20,000 .. 50,000",00:00 (00:00),Geniaware Srl,Fish Eagle
213,Bad Bots,"May 17, 2013",4.99,N/A (N/A/49%),"20,000 .. 50,000",00:00 (00:00),Point Five Projects,Digital Tribe
217,Air Conflicts: Vietnam,"Oct 2, 2013",14.99,N/A (N/A/43%),"20,000 .. 50,000",00:00 (00:00),Games Farm,Games Farm
220,Montague's Mount,"Nov 19, 2013",4.99,N/A (N/A/39%),"20,000 .. 50,000",00:00 (00:00),PolyPusher Studios,PolyPusher Studios
231,Go Home Dinosaurs!,"Mar 14, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Fire Hose Games,Fire hose Games
233,Tiny Barbarian DX,"Dec 3, 2013",29.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),StarQuail Games,"Nicalis, Inc"
235,Heroes Rise: The Hero Project,"Sep 20, 2013",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Choice of Games,Choice of Games
236,Elementary My Dear Majesty!,"Nov 15, 2013",0.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Alawar Dreamdale,Alawar Entertainment
237,Zombie Solitaire,"Nov 15, 2013",8.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),rokapublish,rokapublish
238,The Mysterious Cities of Gold,"Nov 21, 2013",11.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Neko Entertainment,Neko Entertainment
239,Farming Giant,"May 28, 2013",1.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Actalogic,Toplitz Productions
245,Civil War II,"Sep 17, 2013",39.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Ageod,Slitherine Ltd.
248,Angelica Weaver: Catch Me When You Can,"Jan 7, 2013",13.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),MumboJumbo,MumboJumbo
249,Gentlemen!,"Nov 5, 2013",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Lucky Frame,Blazing Griffin
251,The Game of Life,"Jun 10, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Virtuos,PopCap
252,Dream Chamber,"Nov 10, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Forge Reply,Microids Indie
259,Vector,"Dec 4, 2013",6.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),NA,Nekki GmbH
274,Luxuria Superbia,"Nov 5, 2013",6.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Tale of Tales,Tale of Tales
276,Secret Files: Sam Peters,"Oct 18, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Animation Arts,Deep Silver
280,Deer Hunt Legends,"Jan 7, 2013",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Raylight Games,"KISS ltd, Maximum Games"
294,Dead Sky,"Nov 22, 2013",1.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),NA,rokapublish
295,MUD Motocross World Championship,"Feb 26, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Milestone S.r.l.,BANDAI NAMCO Entertainment
297,Football Mogul 2014,"Sep 4, 2013",0.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Sports Mogul, Inc.","Sports Mogul, Inc."
299,The Wizard's Lair,"Mar 1, 2013",2.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Magicbane,Magicbane
312,Choice of the Deathless,"Dec 20, 2013",3.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Choice of Games,Choice of Games
314,The Happy Hereafter,"Oct 2, 2013",3.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Alawar, Mirball Games",Buka Entertainment
316,Truck Racer,"Oct 18, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Kylotonn Entertainment,"Plug In Digital, Bigben Interactive"
318,Gods vs Humans,"Sep 5, 2013",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Artefacts Studio,Microids Indie
319,Tank Operations: European Campaign,"Nov 22, 2013",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Linked Dimensions,rokapublish
320,Slam Bolt Scrappers,"Mar 14, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Fire Hose Games,Fire Hose Games
332,Bunny Must Die! Chelsea and the 7 Devils,"Sep 26, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Platine Dispositif,"Rockin' Android, Rockin Android"
338,Porradaria Upgrade,"Oct 2, 2013",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),CleanWaterSoft,CleanWaterSoft
354,Blue Rose,"Aug 17, 2013",15.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),White Cat,White Cat
355,Wooden Sen'SeY,"Dec 5, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Upper Byte,Spawn Digital
362,Galaxia Conquestum,"Aug 1, 2013",2.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Alien Octopus Studio,Alien Octopus Studio
371,Magrunner: Dark Pulse,"Jun 20, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Frogwares,Frogwares
377,Bridge It +,"Nov 18, 2013",6.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Chronic Logic,Libredia Entertainment
378,Luxor 2 HD,"May 13, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),MumboJumbo,MumboJumbo
381,Project Syria,"Jan 8, 2013",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Emblematic Group,Emblematic Group
391,Nameless ~The one thing you must recall~,"Nov 11, 2013",29.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Sujin Ri, Yunjeong Yun, Hyein Go, Minsu Ock, Marcos Arroyo, Seona Lee, Sohyeon Jeon",Cheritz
394,Flashback,"Oct 1, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),NA,Ubisoft
395,Smooth Operators,"Jan 14, 2013",2.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Heydeck Games,Heydeck Games
397,FINAL FANTASY XI: Ultimate Collection Seekers Edition,"Apr 19, 2013",29.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Square Enix,Square Enix
398,Small Town Terrors Pilgrim's Hook Collector's Edition,"Apr 18, 2013",14.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Gunnar Games,Viva Media
399,Ride 'em Low,"Nov 4, 2013",2.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Red Dot Games, PLAY",Libredia
402,PCMark 8,"Oct 21, 2013",24.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),UL,UL
411,Stonerid,"Dec 18, 2013",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Enitvare,Enitvare
412,Vox,"Nov 12, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),NA,Warner Bros. Interactive Entertainment
416,Pirates vs Corsairs: Davy Jones's Gold,"May 23, 2013",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Little World Studio,Games For All
426,Farm Frenzy 4,"Aug 1, 2013",6.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Alawar Entertainment,Buka Entertainment
443,MURI,"Dec 6, 2013",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Ludosity, Remar Games",Ludosity
444,Ski Region Simulator - Gold Edition,"Jan 16, 2013",8.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Giants Software,Giants Software
445,Gimbal,"Nov 19, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),8888888 LABS,8888888 LABS
448,Alien Spidy,"Mar 20, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Enigma SP,Kalypso Media Digital
451,300 Dwarves,"Jun 17, 2013",6.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Artifex Mundi,"Viva Media, Inc"
461,Intake,"Nov 5, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:01 (00:00),Cipher Prime Studios,Cipher Prime Studios
462,Disillusions Manga Horror,"Apr 6, 2013",0.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),StephenAllen,StephenAllen
465,Poöf,"Nov 8, 2013",6.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Arkedo,Neko Entertainment
466,Salvation Prophecy,"Oct 7, 2013",19.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Firedance Games,Vertigo Gaming Inc.
468,Postmortem: One Must Die (Extended Cut),"Aug 15, 2013",2.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Unbound Creations,Unbound Creations
469,Goblin Defenders: Steel‘n’ Wood,"Aug 21, 2013",2.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Alawar Entertainment,Alawar Entertainment
493,Legends of Aethereus,"Sep 27, 2013",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Three Gates,Three Gates
494,Playing History 2 - Slave Trade,"Sep 13, 2013",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Serious Games Interactive,Serious Games Interactive
504,9.03m,"Sep 12, 2013",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Space Budgie,Space Budgie
523,Reach for the Sun,"May 6, 2013",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Filament Games,Treexy
524,Mr. Bree+,"Nov 26, 2013",2.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),TawStudio Entertainment,TawStudio Entertainment
526,Eleusis,"Oct 16, 2013",14.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Nocturnal works,Nocturnal works
527,Risk,"Jun 10, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Sperasoft, Inc.",PopCap
529,Meridian: Age of Invention,"Jan 28, 2013",2.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Mirball Games,Alawar Entertainment
532,Jack Keane 2 - The Fire Within,"Jun 28, 2013",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Deck 13,astragon Entertainment
545,The Treasures of Montezuma 4,"Oct 9, 2013",6.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Alawar Entertainment,Buka Entertainment
549,Tomb Raider - The Final Hours Digital Book,"Mar 7, 2013",1.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Geoff Keighley,Geoff Keighley
33,Rising Storm Game of the Year Edition,"May 30, 2013",4.99,N/A (N/A/82%),"0 .. 20,000",00:00 (00:00),"Tripwire Interactive, Anti Matter Games",Tripwire Interactive
150,Rain Blood Chronicles: Mirage,"Nov 11, 2013",4.99,N/A (N/A/68%),"0 .. 20,000",00:00 (00:00),NA,Origo Games
192,Signal Ops,"Apr 2, 2013",9.99,N/A (N/A/61%),"0 .. 20,000",00:00 (00:00),Space Bullet Dynamics Corporation,Space Bullet Dynamics Corporation
214,Hexodius,"Jun 21, 2013",9.99,N/A (N/A/47%),"0 .. 20,000",00:00 (00:00),Brain Slap Studio,BANDAI NAMCO Entertainment
240,Gravi,"Oct 8, 2013",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Hashbang Games,Vertigo Gaming Inc.
241,Scrabble,"Jun 10, 2013",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Sperasoft, Inc.",PopCap
242,Huenison,"Jul 12, 2013",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),RETREAM,RGCD.DEV
243,Spaceforce Constellations,"Dec 12, 2013",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dreamatrix,Dreamatrix
247,Finders,"Aug 15, 2013",5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Alawar Entertainment, Amegami",Buka Entertainment
250,Robot vs Birds Zombies,"Jun 1, 2013",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),yfyx games,yfyx games
253,Metal Planet,"Nov 11, 2013",5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Pavel Bulatov,Pavel Bulatov
254,Australian Road Trains,"Nov 29, 2013",6.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),United Independent Entertainment,United Independent Entertainment
263,The Fog: Trap for Moths,"Dec 3, 2013",6.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Creobit,Alawar Entertainment
277,Bronze Age - HD Edition,"Sep 10, 2013",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Clarus Victoria,Clarus Victoria
278,League of Mermaids,"Jul 23, 2013",6.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Alder Games,Legacy Games
279,Battleship,"Jun 10, 2013",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Sperasoft, Inc.",PopCap
281,Might & Magic: Heroes VI - Shades of Darkness,"May 2, 2013",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Virtuos,Ubisoft
290,PlayClaw 5 - Game Recording and Streaming,"Sep 10, 2013",39.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),NA,Alawar Entertainment
296,Highborn,"Feb 19, 2013",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Jet Set Games,Jet Set Games
298,The Grave Digger,"May 31, 2013",5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Home Groan Games,Home Groan Games
300,Fairground 2 - The Ride Simulation,"Jun 12, 2013",17.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),VIS-Games,SilentFuture
301,Car Transporter 2013,"Apr 18, 2013",7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),United Independent Entertainment,United Independent Entertainment
321,East Tower - Kuon (East Tower Series Vol. 3),"May 14, 2013",8.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),ROSEVERTE,ROSEVERTE
322,Call of Duty: Ghosts - Digital Hardened Edition,"Nov 4, 2013",99.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Infinity Ward,Activision
323,Virtual Race Car Engineer,"Aug 1, 2013",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Tim McArthur,Monkey Face Software LLC
335,Flashpoint Campaigns: Red Storm Player's Edition,"Oct 9, 2013",49.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),On Target Simulations,Slitherine Ltd.
336,SLAMMED!,"Jun 28, 2013",5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Choice of Games,Choice of Games
339,I Am Vegend - Zombiegeddon,"Jan 10, 2013",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Appmania/i-Free,Libredia
340,Mosaico,"Nov 26, 2013",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Soulid Studio,Soulid Studio
341,Exodus,"Jun 1, 2013",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Galhmac Game Studio,Multi-Form
342,Train Simulator: Pacific Surfliner LA - San Diego Route,"Oct 17, 2013",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dovetail Games,Dovetail Games - Trains
357,Aartform Curvy 3D 3.0,"Nov 12, 2013",99.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Aartform,Aartform
358,Cranky Cat,"Jun 5, 2013",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),March Entertainment,March Entertainment
359,World Basketball Tycoon,"Nov 18, 2013",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),NA,Strategy First
360,Happy Pong,"Mar 16, 2013",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Poppgames,Poppgames
361,Christmas Mahjong,"Dec 10, 2013",0.49,N/A (N/A),"0 .. 20,000",00:00 (00:00),Creobit,8floor
370,Tennis Elbow 2013,"Jan 24, 2013",24.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Mana Games,Mana Games
376,MOAI: Build Your Dream,"Apr 7, 2013",6.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Alawar Entertainment, Toyman Interactive",Buka Entertainment
379,Cut the Rope,"Mar 22, 2013",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Zeptolab UK Limited,Zeptolab UK Limited
380,Virtual DJ - Broadcaster Edition,"Mar 7, 2013",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Atomix Productions,Focus Home Interactive
382,Rise of Prussia Gold,"May 8, 2013",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ageod,Slitherine Ltd.
383,DIVO,"Feb 1, 2013",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Internal Games,Internal Games
384,Professor Teaches Windows 8.1,"Oct 25, 2013",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Individual Software,Individual Software
400,Life of a Wizard,"Feb 27, 2013",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Hosted Games,Hosted Games
401,The Saint: Abyss of Despair,"Apr 5, 2013",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Happy Artist,Alawar Entertainment
403,Geekbench 3,"Aug 15, 2013",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Primate Labs Inc.,Primate Labs Inc.
408,Darkfall Unholy Wars,"Apr 25, 2013",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Aventurine SA,Aventurine
414,Bret Airborne,"Apr 9, 2013",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Machine 22,Machine 22
415,Solar War,"Aug 20, 2013",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Snipefish Entertainment,Snipefish Entertainment
417,Bounders and Cads,"Jan 13, 2013",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Wax Lyrical Games,Wax Lyrical Games
429,Ballad of Solar,"Apr 18, 2013",6.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Alawar,Buka Entertainment
431,Ashley Clark: Secret of the Ruby,"Aug 11, 2013",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),N-Tri Studio,N-Tri Studio
432,Zombie Apocalypse: Escape The Undead City,"Nov 25, 2013",0.5,N/A (N/A),"0 .. 20,000",00:00 (00:00),Anarchy Enterprises,Anarchy Enterprises
433,Princess Battles,"Jul 26, 2013",16.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Nekomura Games,Nekomura Games
434,The ORPHEUS Ruse,"Dec 1, 2013",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Choice of Games,Choice of Games
435,Yousei,"Feb 1, 2013",8.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),sakevisual,sakevisual
436,Yatzy,"May 31, 2013",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),baKno Games,baKno Games
437,Train Simulator: West Somerset Railway Route Add-On,"Nov 14, 2013",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dovetail Games,Dovetail Games - Trains
446,PAC-MAN and the Ghostly Adventures,"Oct 29, 2013",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),NAMCO BANDAI Games,BANDAI NAMCO Entertainment
447,Dark Angels: Masquerade of Shadows,"Nov 26, 2013",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Skywind Games,Alawar Entertainment
449,Joe Danger,"Jun 24, 2013",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Hello Games,Hello Games
450,東方輝針城 〜 Double Dealing Character.,"Aug 12, 2013",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),上海アリス幻樂団,"Mediascape Co., Ltd."
453,Area-X,"Jun 16, 2013",24.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Zeiva Inc,Zeiva Inc
454,Mavis Beacon Teaches Typing Family Edition,"Aug 18, 2013",29.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Bytes of Learning,Encore
470,Songs2See,"Nov 26, 2013",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Songquito UG,Songquito UG
471,Tokyo Hosto,"Jul 14, 2013",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Baller Industries,Baller industries
472,Robo Miner,"Nov 1, 2013",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),reiti.net,reiti.net
473,MovieWriterPro,"Sep 28, 2013",29.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),The Writer Zone,The Writer Zone
474,Music of the Spheres,"Sep 1, 2013",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Hamish Todd,Hamish Todd
475,Blasted Fortress,"Nov 20, 2013",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dapper Swine,Dapper Swine
476,Dungeon Shooter 2,"Jun 6, 2013",7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Rabid Design Studios,Rabid Design Studios
495,LogoMaker 4,"Dec 4, 2013",29.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Studio V5,Studio V5
496,Sacra Terra: Kiss of Death Collector’s Edition,"Mar 22, 2013",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Alawar Five-BN,Alawar Entertainment
497,Disney Planes,"Aug 6, 2013",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Behaviour Interactive,Disney Interactive
498,Final Warrior Quest,"Nov 13, 2013",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),The Game Brewery,The Game Brewery
499,Bunny Mania 2,"Mar 12, 2013",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Crispy Software Development,FeelThere
513,Rescue Team 3,"May 2, 2013",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Alawar Entertainment,Buka Entertainment
514,Perfection.,"May 17, 2013",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Greg Lobanov,Digital Tribe
515,RaySupreme 3D,"Dec 16, 2013",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),BrainDistrict,BrainDistrict
516,Pulse Shift,"Jan 23, 2013",8.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),3 Core Studio,3 Core Studio
528,Nicole,"Oct 17, 2013",18.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Winter Wolves,Winter Wolves
531,Ossuary,"Nov 27, 2013",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Gregory Avery-Weir, Melissa Avery-Weir",Future Proof Games
533,Train Simulator: East Coast Main Line London-Peterborough Route Add-On,"Dec 5, 2013",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dovetail Games,Dovetail Games - Trains
534,方解夢異聞 ～ Avant-Garde Discerning Paralleler (東方二次創作STG),"Dec 30, 2013",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),遊色高楼,遊色高楼
